Date,Message
2026-08-03T01:00:00.000-03:00,"CLOSED=1785729600000,id=Entry,entry_time=1785708000000,entry_price=0.019531,exit_price=0.021146,size=51205.898,profit=80.61462295699992,commission=2.082902313,exit_comment=🏁 Exit"
2026-08-03T03:00:00.000-03:00,"STATE=1785736800000,level=1,ep1=0.019396,total_inv=1000,close=0.019396"
2026-08-03T04:00:00.000-03:00,"ENTRY=1785740400000,id=Entry,price=0.019401,size=51557.022000000004,comment=🚀 Re-Entry"
2026-08-03T07:00:00.000-03:00,"CLOSED=1785751200000,id=Entry,entry_time=1785740400000,entry_price=0.019401,exit_price=0.020059,size=51557.022000000004,profit=31.890080388000126,commission=2.034440088,exit_comment=🏁 Exit"
2026-08-03T08:00:00.000-03:00,"ENTRY=1785754800000,id=Entry,price=0.020139,size=49669.696,comment=🚀 Re-Entry"
2026-08-04T22:00:00.000-03:00,"STATE=1785891600000,level=2,ep1=0.020133,total_inv=3200,close=0.011281"
2026-08-04T23:00:00.000-03:00,"ENTRY=1785895200000,id=DCA-1,price=0.011285,size=195018.172,comment=DCA-1"
2026-08-05T08:00:00.000-03:00,"STATE=1785927600000,level=1,ep1=0.020489,total_inv=1000,close=0.020489"
2026-08-05T08:00:00.000-03:00,"CLOSED=1785927600000,id=Entry,entry_time=1785754800000,entry_price=0.020139,exit_price=0.01956,size=49669.696,profit=-30.73059124570016,commission=1.9718372617,exit_comment=🏁 Exit"
2026-08-05T08:00:00.000-03:00,"CLOSED=1785927600000,id=DCA-1,entry_time=1785895200000,entry_price=0.011285,exit_price=0.01956,size=195018.172,profit=1607.7600377849994,commission=6.015335515,exit_comment=🏁 Exit"
2026-08-05T09:00:00.000-03:00,"ENTRY=1785931200000,id=Entry,price=0.02049,size=48806.676,comment=🚀 Re-Entry"
2026-08-05T15:00:00.000-03:00,"CLOSED=1785952800000,id=Entry,entry_time=1785931200000,entry_price=0.02049,exit_price=0.02413,size=48806.676,profit=175.47854675700003,commission=2.177753883,exit_comment=🏁 Exit"
2026-08-05T16:00:00.000-03:00,"ENTRY=1785956400000,id=Entry,price=0.025293,size=39542.884,comment=🚀 Re-Entry"
2026-08-06T02:00:00.000-03:00,"STATE=1785992400000,level=0,ep1=na,total_inv=0,close=0.026595"
2026-08-06T02:00:00.000-03:00,"CLOSED=1785992400000,id=Entry,entry_time=1785956400000,entry_price=0.025293,exit_price=0.027292,size=39542.884,profit=76.96686256100003,commission=2.079362555,exit_comment=🏁 Exit"
2026-08-06T04:00:00.000-03:00,"STATE=1785999600000,level=1,ep1=0.027564,total_inv=1000,close=0.027564"
2026-08-06T05:00:00.000-03:00,"ENTRY=1786003200000,id=Entry,price=0.027565,size=36279.204,comment=🚀 Re-Entry"
2026-08-08T02:00:00.000-03:00,"STATE=1786165200000,level=2,ep1=0.027564,total_inv=3200,close=0.017262"
2026-08-08T03:00:00.000-03:00,"ENTRY=1786168800000,id=DCA-1,price=0.017261,size=127447.572,comment=DCA-1"
2026-08-09T22:00:00.000-03:00,"STATE=1786323600000,level=3,ep1=0.027564,total_inv=6600,close=0.012233"
2026-08-09T23:00:00.000-03:00,"ENTRY=1786327200000,id=DCA-2,price=0.012235,size=277936.728,comment=DCA-2"
2026-08-10T20:00:00.000-03:00,"STATE=1786402800000,level=4,ep1=0.027564,total_inv=11200,close=0.013548"
2026-08-10T21:00:00.000-03:00,"ENTRY=1786406400000,id=DCA-3,price=0.013549,size=339533.51,comment=DCA-3"
2026-08-12T01:00:00.000-03:00,"STATE=1786507200000,level=5,ep1=0.027564,total_inv=16200,close=0.012513"
2026-08-12T02:00:00.000-03:00,"ENTRY=1786510800000,id=DCA-4,price=0.012515,size=399584.43200000003,comment=DCA-4"
2026-08-14T10:00:00.000-03:00,"STATE=1786712400000,level=6,ep1=0.027564,total_inv=21200,close=0.010248"
2026-08-17T00:00:00.000-03:00,"STATE=1786935600000,level=7,ep1=0.027564,total_inv=26200,close=0.008701"
2026-08-18T21:00:00.000-03:00,"STATE=1787097600000,level=8,ep1=0.027564,total_inv=31200,close=0.007767"
2026-08-21T01:00:00.000-03:00,"STATE=1787284800000,level=9,ep1=0.027564,total_inv=36200,close=0.007315"
